Order_ID,Order_Date,Customer_Name,Category,Product_Name,Quantity,Unit_Price,Sales,Profit,Region,City,Payment_Method,Rating
ORD00886,2025-02-07,Customer_17,Furniture,Wardrobe,6,33794.72,202768.32,40689.26,West,Pune,COD,2.9
ORD00887,2024-01-28,Customer_32,Furniture,Chair,3,8818.41,26455.23,5135.63,South,Hyderabad,Net Banking,3.8
ORD00888,2024-09-14,Customer_55,Office Supplies,Folder,8,197.66,1581.28,692.46,West,Pune,Net Banking,2.1
ORD00889,2024-02-16,Customer_31,Office Supplies,Marker,5,93.17,465.85,204.4,East,Kolkata,UPI,1.3
ORD00890,2025-03-23,Customer_55,Electronics,Monitor,5,19745.67,98728.35,14766.9,North,Delhi,UPI,4.8
ORD00891,2024-09-29,Customer_79,Office Supplies,Stapler,9,595.33,5357.97,1932.12,West,Surat,UPI,2.6
ORD00892,2025-02-25,Customer_22,Electronics,Laptop,4,89653.32,358613.28,46501.54,West,Ahmedabad,UPI,3.4
ORD00893,2024-01-27,Customer_22,Office Supplies,Marker,6,171.09,1026.54,462.79,South,Chennai,COD,3.0
ORD00894,2024-05-28,Customer_34,Furniture,Chair,9,17313.99,155825.91,31393.99,East,Bhubaneswar,Net Banking,2.9
ORD00895,2024-09-20,Customer_80,Electronics,Laptop,5,85746.54,428732.7,63258.69,West,Pune,UPI,4.7
ORD00896,2024-02-24,Customer_93,Furniture,Chair,10,10286.37,102863.7,17270.92,East,Kolkata,UPI,2.4
ORD00897,2024-09-27,Customer_63,Electronics,Mouse,2,1463.17,2926.34,971.11,East,Kolkata,Card,2.6
ORD00898,2024-08-07,Customer_35,Electronics,Monitor,8,16093.25,128746.0,17761.42,East,Bhubaneswar,Card,3.1
ORD00899,2024-07-02,Customer_37,Electronics,Printer,3,10306.07,30918.21,4206.04,West,Pune,Card,1.4
ORD00900,2024-04-11,Customer_35,Electronics,Monitor,6,27722.95,166337.7,21560.48,West,Surat,COD,4.8
ORD00901,2025-03-27,Customer_95,Electronics,Mouse,3,1177.2,3531.6,1292.08,West,Surat,COD,3.0
ORD00902,2024-01-07,Customer_44,Furniture,Desk,1,5774.72,5774.72,1100.93,North,Delhi,Card,1.2
ORD00903,2025-01-24,Customer_20,Furniture,Cupboard,8,12236.67,97893.36,16559.23,North,Jaipur,COD,2.0
ORD00904,2024-05-06,Customer_91,Office Supplies,Stapler,2,711.71,1423.42,540.41,South,Bangalore,COD,1.8
ORD00905,2024-05-20,Customer_55,Electronics,Monitor,4,9770.61,39082.44,5630.88,South,Hyderabad,Card,4.7
ORD00906,2024-11-20,Customer_55,Electronics,Headphones,7,6702.16,46915.12,11183.94,North,Delhi,Card,1.9
ORD00907,2024-06-28,Customer_7,Furniture,Chair,5,3980.99,19904.95,3419.96,West,Mumbai,COD,2.0
ORD00908,2024-11-06,Customer_33,Electronics,Laptop,6,42718.65,256311.9,30327.72,North,Delhi,UPI,2.7
ORD00909,2024-10-09,Customer_95,Furniture,Table,2,3550.2,7100.4,1141.88,East,Patna,Card,2.3
ORD00910,2025-03-30,Customer_96,Furniture,Bookshelf,5,4100.33,20501.65,4162.72,East,Bhubaneswar,UPI,1.5
ORD00911,2024-02-08,Customer_61,Office Supplies,Pen,4,108.65,434.6,228.4,North,Chandigarh,Net Banking,2.2
ORD00912,2025-03-25,Customer_58,Electronics,Monitor,4,16618.89,66475.56,10815.32,North,Chandigarh,Net Banking,4.6
ORD00913,2024-09-14,Customer_36,Office Supplies,Pen,8,68.66,549.28,288.86,West,Mumbai,UPI,1.7
ORD00914,2024-04-07,Customer_69,Office Supplies,Stapler,10,189.52,1895.2,717.05,East,Kolkata,COD,3.0
ORD00915,2024-07-24,Customer_1,Office Supplies,Pen,9,63.78,574.02,296.63,South,Kochi,Net Banking,1.8
ORD00916,2024-06-04,Customer_35,Electronics,Headphones,9,10908.56,98177.04,24691.96,North,Jaipur,Card,2.2
ORD00917,2024-11-23,Customer_36,Office Supplies,Pen,1,84.7,84.7,41.29,South,Hyderabad,Card,4.8
ORD00918,2024-06-26,Customer_91,Electronics,Tablet,4,26037.85,104151.4,13548.43,North,Chandigarh,Net Banking,2.3
ORD00919,2024-11-16,Customer_29,Office Supplies,Printer Paper,10,653.87,6538.7,2151.99,South,Kochi,UPI,4.3
ORD00920,2025-02-02,Customer_89,Office Supplies,Printer Paper,1,944.87,944.87,310.6,South,Bangalore,UPI,3.9
ORD00921,2024-10-24,Customer_30,Furniture,Bookshelf,8,4206.39,33651.12,6599.91,East,Bhubaneswar,COD,1.6
ORD00922,2024-04-04,Customer_63,Office Supplies,Folder,8,45.93,367.44,147.3,East,Bhubaneswar,Card,1.8
ORD00923,2024-07-20,Customer_10,Office Supplies,Stapler,5,255.9,1279.5,423.08,East,Kolkata,Card,1.3
ORD00924,2025-01-19,Customer_49,Furniture,Desk,2,18934.75,37869.5,6749.76,West,Surat,UPI,3.4
ORD00925,2024-05-17,Customer_77,Furniture,Chair,1,4379.22,4379.22,859.23,North,Delhi,Card,4.8
ORD00926,2024-10-15,Customer_40,Electronics,Laptop,2,42139.3,84278.6,10014.45,North,Lucknow,COD,4.3
ORD00927,2024-10-05,Customer_6,Furniture,Sofa,1,37176.32,37176.32,7660.08,South,Hyderabad,UPI,1.1
ORD00928,2024-04-26,Customer_46,Electronics,Tablet,3,10036.31,30108.93,4319.39,North,Jaipur,COD,2.5
ORD00929,2024-04-24,Customer_37,Office Supplies,Printer Paper,2,890.18,1780.36,586.53,South,Kochi,UPI,4.8
ORD00930,2024-01-23,Customer_68,Furniture,Chair,6,18619.75,111718.5,22923.79,East,Kolkata,Card,1.7
ORD00931,2024-11-15,Customer_14,Furniture,Cupboard,3,27327.94,81983.82,14857.9,South,Kochi,Net Banking,2.4
ORD00932,2024-03-17,Customer_50,Furniture,Sofa,2,49442.81,98885.62,23900.94,East,Patna,Card,2.3
ORD00933,2024-05-22,Customer_17,Furniture,Bookshelf,2,7778.43,15556.86,3695.92,West,Mumbai,Card,1.4
ORD00934,2024-07-30,Customer_84,Electronics,Mouse,8,1444.35,11554.8,4178.28,East,Patna,Net Banking,1.6
ORD00935,2025-02-24,Customer_75,Electronics,Mouse,9,1741.18,15670.62,5515.25,West,Surat,Card,2.5
ORD00936,2025-03-11,Customer_61,Office Supplies,Folder,4,91.49,365.96,147.19,South,Chennai,UPI,2.4
ORD00937,2025-02-23,Customer_19,Electronics,Mobile,6,43647.56,261885.36,52902.51,North,Lucknow,Card,2.2
ORD00938,2024-12-22,Customer_4,Office Supplies,Folder,4,39.5,158.0,62.93,South,Hyderabad,Card,2.5
ORD00939,2025-03-04,Customer_47,Office Supplies,Folder,2,142.67,285.34,112.55,East,Kolkata,Card,1.1
ORD00940,2024-03-17,Customer_18,Electronics,Mobile,1,31905.69,31905.69,6343.57,South,Chennai,Card,2.9
ORD00941,2024-01-07,Customer_8,Office Supplies,Printer Paper,6,832.77,4996.62,1542.41,West,Surat,Net Banking,1.4
ORD00942,2025-03-24,Customer_34,Office Supplies,Notebook,1,149.1,149.1,58.96,South,Hyderabad,COD,3.2
ORD00943,2024-07-12,Customer_52,Office Supplies,Printer Paper,3,626.19,1878.57,517.58,South,Kochi,Card,4.0
ORD00944,2024-11-05,Customer_60,Office Supplies,Notebook,3,255.63,766.89,328.66,South,Kochi,UPI,4.3
ORD00945,2024-08-05,Customer_14,Furniture,Table,3,2874.75,8624.25,1572.1,West,Surat,Card,2.1
ORD00946,2024-02-03,Customer_97,Electronics,Keyboard,4,1769.93,7079.72,2141.57,East,Kolkata,Card,3.4
ORD00947,2024-10-16,Customer_62,Furniture,Desk,4,8921.7,35686.8,8157.99,South,Chennai,UPI,3.3
ORD00948,2024-05-24,Customer_41,Electronics,Laptop,5,30508.72,152543.6,16993.2,East,Kolkata,COD,3.0
ORD00949,2024-09-14,Customer_100,Furniture,Bookshelf,2,5313.18,10626.36,2484.34,East,Bhubaneswar,UPI,3.0
ORD00950,2024-03-23,Customer_11,Electronics,Laptop,10,82128.74,821287.4,75759.24,West,Surat,Card,3.7
ORD00951,2024-09-13,Customer_17,Office Supplies,Pen,3,117.64,352.92,169.28,South,Hyderabad,Net Banking,2.8
ORD00952,2024-07-17,Customer_79,Furniture,Table,1,16250.88,16250.88,3355.0,East,Guwahati,Card,1.8
ORD00953,2025-03-21,Customer_12,Office Supplies,Pen,2,122.66,245.32,117.4,South,Kochi,Net Banking,3.2
ORD00954,2024-05-23,Customer_10,Furniture,Chair,3,18813.01,56439.03,9012.66,West,Ahmedabad,Net Banking,2.4
ORD00955,2024-03-12,Customer_63,Electronics,Printer,5,16447.2,82236.0,11227.08,East,Guwahati,UPI,4.9
ORD00956,2024-03-07,Customer_80,Electronics,Keyboard,7,4356.5,30495.5,9911.9,East,Guwahati,COD,2.5
ORD00957,2024-12-15,Customer_83,Furniture,Table,9,9201.48,82813.32,17609.8,North,Jaipur,UPI,3.5
ORD00958,2024-07-23,Customer_60,Electronics,Headphones,2,5069.25,10138.5,2326.71,North,Chandigarh,UPI,1.9
ORD00959,2024-08-26,Customer_94,Office Supplies,Pen,8,99.95,799.6,419.0,East,Guwahati,UPI,1.3
ORD00960,2024-11-05,Customer_95,Electronics,Mouse,7,1187.55,8312.85,2818.36,West,Pune,COD,1.9
ORD00961,2024-03-15,Customer_5,Furniture,Chair,1,11811.46,11811.46,2443.93,East,Guwahati,Card,2.3
ORD00962,2024-04-18,Customer_88,Office Supplies,Folder,7,196.36,1374.52,553.66,North,Lucknow,UPI,4.8
ORD00963,2024-02-11,Customer_58,Furniture,Table,2,4267.81,8535.62,1505.98,East,Bhubaneswar,Net Banking,4.5
ORD00964,2024-08-07,Customer_39,Furniture,Cupboard,3,25763.73,77291.19,11249.46,South,Bangalore,Net Banking,4.9
ORD00965,2024-03-23,Customer_89,Electronics,Headphones,8,7656.99,61255.92,16008.0,East,Guwahati,COD,2.4
ORD00966,2024-03-15,Customer_94,Office Supplies,Folder,2,152.86,305.72,129.84,North,Chandigarh,Net Banking,3.7
ORD00967,2024-06-11,Customer_87,Office Supplies,Scissors,8,376.84,3014.72,1145.49,North,Chandigarh,UPI,4.2
ORD00968,2024-10-23,Customer_96,Furniture,Table,3,12148.69,36446.07,7228.53,North,Jaipur,UPI,1.1
ORD00969,2024-12-13,Customer_47,Electronics,Mouse,4,1239.83,4959.32,1870.37,South,Kochi,UPI,2.5
ORD00970,2024-07-29,Customer_70,Electronics,Tablet,8,29467.35,235738.8,37095.82,East,Kolkata,Net Banking,2.4
ORD00971,2024-10-10,Customer_49,Furniture,Cupboard,3,16470.59,49411.77,8023.84,East,Kolkata,Card,3.2
ORD00972,2024-02-20,Customer_14,Furniture,Wardrobe,10,38012.85,380128.5,81481.67,West,Ahmedabad,UPI,4.2
ORD00973,2024-10-05,Customer_65,Electronics,Laptop,8,74996.62,599972.96,76454.28,West,Mumbai,UPI,3.5
ORD00974,2024-07-14,Customer_61,Office Supplies,Notebook,4,105.72,422.88,168.0,East,Guwahati,UPI,1.8
ORD00975,2024-04-24,Customer_85,Electronics,Keyboard,7,534.22,3739.54,1093.74,West,Surat,Net Banking,2.1
ORD00976,2024-01-08,Customer_48,Furniture,Table,1,16403.0,16403.0,3032.48,West,Pune,UPI,1.6
ORD00977,2024-07-19,Customer_51,Office Supplies,Scissors,10,397.49,3974.9,1448.89,East,Bhubaneswar,Card,3.5
ORD00978,2024-03-22,Customer_91,Electronics,Mouse,3,1388.42,4165.26,1412.39,South,Kochi,COD,1.9
ORD00979,2024-02-17,Customer_2,Electronics,Mobile,9,14680.23,132122.07,22374.12,West,Ahmedabad,UPI,1.1
ORD00980,2024-03-07,Customer_100,Office Supplies,Stapler,10,398.56,3985.6,1452.91,North,Delhi,COD,3.5
ORD00981,2025-01-06,Customer_85,Furniture,Desk,5,7264.24,36321.2,8006.19,South,Hyderabad,COD,4.1
ORD00982,2024-02-22,Customer_77,Electronics,Tablet,1,29151.6,29151.6,4803.05,North,Chandigarh,UPI,2.8
ORD00983,2024-09-10,Customer_27,Electronics,Mobile,5,45573.4,227867.0,35448.5,South,Bangalore,Net Banking,4.7
ORD00984,2024-02-09,Customer_49,Furniture,Chair,7,3324.37,23270.59,4829.88,West,Mumbai,Card,3.7
ORD00985,2024-12-03,Customer_44,Furniture,Bookshelf,3,4987.55,14962.65,3504.53,West,Pune,UPI,1.5
ORD00986,2024-04-08,Customer_67,Furniture,Sofa,9,47084.84,423763.56,104074.21,North,Chandigarh,UPI,3.1
ORD00987,2024-03-11,Customer_89,Office Supplies,Stapler,2,734.07,1468.14,472.4,South,Bangalore,Card,1.3
ORD00988,2024-10-09,Customer_64,Electronics,Tablet,4,38596.88,154387.52,23299.12,East,Guwahati,Net Banking,2.9
ORD00989,2025-03-30,Customer_14,Furniture,Cupboard,5,9323.99,46619.95,8448.63,West,Pune,Net Banking,4.8
ORD00990,2024-11-01,Customer_80,Office Supplies,Printer Paper,8,820.17,6561.36,1947.21,South,Hyderabad,Net Banking,4.3
ORD00991,2025-02-23,Customer_5,Electronics,Mouse,10,1252.87,12528.7,4684.15,West,Pune,UPI,2.8
ORD00992,2024-09-28,Customer_15,Office Supplies,Printer Paper,10,1292.02,12920.2,3988.54,West,Ahmedabad,Net Banking,2.6
ORD00993,2024-07-09,Customer_41,Electronics,Keyboard,6,1603.93,9623.58,2722.62,West,Pune,Net Banking,1.6
ORD00994,2024-06-13,Customer_50,Electronics,Laptop,6,42826.35,256958.1,31875.18,East,Kolkata,Card,3.2
ORD00995,2025-03-28,Customer_83,Furniture,Cupboard,2,19023.97,38047.94,6961.86,South,Hyderabad,UPI,3.3
ORD00996,2024-09-09,Customer_36,Furniture,Bookshelf,6,3981.5,23889.0,4371.2,West,Ahmedabad,COD,1.2
ORD00997,2024-05-01,Customer_83,Furniture,Chair,3,12825.75,38477.25,7136.39,North,Jaipur,UPI,2.1
ORD00998,2024-09-30,Customer_3,Office Supplies,Notebook,3,260.41,781.23,307.94,West,Ahmedabad,UPI,2.3
ORD00999,2024-07-23,Customer_41,Electronics,Printer,5,9120.1,45600.5,7078.18,North,Jaipur,UPI,3.2
ORD01000,2025-03-10,Customer_80,Furniture,Cupboard,5,22411.42,112057.1,18744.34,North,Jaipur,UPI,4.4
ORD01001,2025-03-17,Customer_12,Electronics,Laptop,1,38324.07,38324.07,5733.76,South,Chennai,COD,1.9
ORD01002,2024-01-25,Customer_43,Electronics,Keyboard,5,4474.94,22374.7,6099.0,North,Delhi,Net Banking,1.3
ORD01003,2024-06-12,Customer_53,Office Supplies,Folder,3,129.19,387.57,153.94,East,Bhubaneswar,Card,4.0
ORD01004,2024-05-23,Customer_62,Office Supplies,Highlighter,10,82.13,821.3,393.74,North,Chandigarh,Net Banking,4.1
ORD01005,2024-05-04,Customer_10,Electronics,Mobile,2,22826.41,45652.82,9136.61,East,Patna,Card,3.8
ORD01006,2024-09-06,Customer_76,Furniture,Chair,4,10426.71,41706.84,7219.6,South,Chennai,UPI,2.4
ORD01007,2024-03-07,Customer_50,Office Supplies,Scissors,3,346.73,1040.19,370.66,East,Guwahati,Card,4.7
ORD01008,2024-12-17,Customer_74,Furniture,Wardrobe,4,10196.46,40785.84,7561.11,South,Kochi,Net Banking,4.8
ORD01009,2024-08-23,Customer_61,Office Supplies,Pen,2,114.3,228.6,110.74,South,Kochi,Card,2.1
ORD01010,2024-08-08,Customer_65,Office Supplies,Highlighter,2,140.5,281.0,127.87,East,Patna,Card,1.6
ORD01011,2024-11-28,Customer_55,Furniture,Cupboard,8,11814.72,94517.76,13787.19,East,Kolkata,COD,3.9
ORD01012,2024-09-09,Customer_7,Electronics,Tablet,3,27821.47,83464.41,13502.35,South,Kochi,COD,1.4
ORD01013,2024-05-16,Customer_13,Office Supplies,Marker,2,29.56,59.12,24.96,North,Chandigarh,Card,1.3
ORD01014,2025-03-26,Customer_22,Furniture,Desk,7,5228.69,36600.83,7833.88,West,Surat,Net Banking,3.0
ORD01015,2024-12-24,Customer_89,Electronics,Keyboard,1,924.09,924.09,277.41,East,Patna,COD,4.0
ORD01016,2024-03-13,Customer_55,Electronics,Monitor,3,11308.92,33926.76,5902.99,East,Kolkata,UPI,3.7
ORD01017,2024-01-05,Customer_75,Furniture,Chair,2,5073.05,10146.1,1984.74,South,Bangalore,Net Banking,4.9
ORD01018,2024-12-14,Customer_68,Electronics,Printer,2,5677.65,11355.3,1260.93,South,Kochi,Net Banking,4.3
ORD01019,2024-08-19,Customer_70,Office Supplies,Stapler,2,347.99,695.98,253.46,South,Chennai,COD,3.9
ORD01020,2024-06-03,Customer_100,Furniture,Bookshelf,6,6587.51,39525.06,9077.52,West,Ahmedabad,Net Banking,4.6
ORD01021,2024-07-29,Customer_19,Office Supplies,Highlighter,9,114.67,1032.03,465.7,North,Lucknow,Card,3.6
ORD01022,2024-07-03,Customer_25,Furniture,Sofa,10,47050.62,470506.2,116872.53,North,Chandigarh,Card,4.0
ORD01023,2025-03-24,Customer_87,Furniture,Bookshelf,9,10992.21,98929.89,20474.15,North,Lucknow,Card,2.1
ORD01024,2024-09-23,Customer_16,Furniture,Table,5,6949.17,34745.85,5645.02,West,Surat,Net Banking,4.3
ORD01025,2024-12-16,Customer_20,Furniture,Wardrobe,5,11526.1,57630.5,9249.7,West,Ahmedabad,Card,2.9
ORD01026,2024-01-08,Customer_37,Office Supplies,Printer Paper,8,645.91,5167.28,1643.13,South,Bangalore,COD,1.2
ORD01027,2025-03-03,Customer_18,Office Supplies,Pen,5,10.71,53.55,26.3,North,Jaipur,UPI,1.2
ORD01028,2024-08-09,Customer_5,Furniture,Table,5,4282.31,21411.55,4367.6,South,Chennai,UPI,2.2
ORD01029,2024-05-13,Customer_23,Furniture,Table,7,8385.82,58700.74,12576.62,South,Kochi,Net Banking,3.4
ORD01030,2024-04-12,Customer_39,Office Supplies,Folder,4,72.5,290.0,120.34,East,Bhubaneswar,Net Banking,2.2
ORD01031,2024-12-21,Customer_88,Office Supplies,Highlighter,7,32.49,227.43,109.53,South,Kochi,Net Banking,3.0
ORD01032,2024-08-24,Customer_4,Office Supplies,Scissors,7,213.29,1493.03,608.69,West,Ahmedabad,UPI,4.7
ORD01033,2024-11-13,Customer_51,Furniture,Chair,4,12445.8,49783.2,8581.96,South,Bangalore,Net Banking,1.2
ORD01034,2024-01-29,Customer_84,Electronics,Mouse,9,1542.6,13883.4,4487.96,North,Jaipur,Net Banking,4.3
ORD01035,2024-02-01,Customer_87,Electronics,Keyboard,10,2666.61,26666.1,7729.93,North,Lucknow,UPI,4.0
ORD01036,2024-04-24,Customer_40,Office Supplies,Notebook,9,235.11,2115.99,845.8,South,Hyderabad,Card,2.2
ORD01037,2025-03-26,Customer_32,Office Supplies,Notebook,2,66.79,133.58,50.65,West,Pune,UPI,3.1
ORD01038,2024-03-03,Customer_24,Electronics,Mobile,9,26640.27,239762.43,36764.98,West,Mumbai,Net Banking,2.6
ORD01039,2024-03-13,Customer_95,Electronics,Tablet,7,14387.39,100711.73,13223.4,West,Mumbai,Card,1.7
ORD01040,2024-10-28,Customer_36,Office Supplies,Marker,5,72.1,360.5,153.57,West,Surat,COD,2.5
ORD01041,2024-05-25,Customer_50,Furniture,Sofa,7,50674.68,354722.76,70550.81,North,Jaipur,COD,1.5
ORD01042,2024-03-12,Customer_59,Electronics,Tablet,1,37243.25,37243.25,5634.29,North,Jaipur,COD,4.5
ORD01043,2024-06-27,Customer_23,Furniture,Chair,9,17405.11,156645.99,28226.41,South,Bangalore,COD,3.1
ORD01044,2024-05-22,Customer_9,Office Supplies,Stapler,8,614.87,4918.96,1806.25,East,Patna,Net Banking,4.7
ORD01045,2024-09-16,Customer_42,Office Supplies,Highlighter,10,105.67,1056.7,512.04,West,Surat,Net Banking,1.5
ORD01046,2024-04-28,Customer_64,Office Supplies,Scissors,1,60.33,60.33,23.77,West,Mumbai,UPI,3.7
ORD01047,2025-01-07,Customer_54,Office Supplies,Highlighter,4,33.71,134.84,67.8,East,Bhubaneswar,COD,4.0
ORD01048,2025-01-25,Customer_4,Electronics,Laptop,1,80808.11,80808.11,7626.1,East,Kolkata,Net Banking,3.4
ORD01049,2024-10-11,Customer_63,Electronics,Keyboard,7,1099.47,7696.29,2372.33,North,Jaipur,Card,1.8
ORD01050,2024-09-27,Customer_4,Furniture,Bookshelf,4,9421.54,37686.16,7765.0,East,Bhubaneswar,Card,1.3
ORD01051,2024-07-27,Customer_88,Office Supplies,Pen,3,135.06,405.18,199.18,South,Chennai,UPI,2.4
ORD01052,2024-07-01,Customer_57,Office Supplies,Highlighter,10,127.58,1275.8,612.45,South,Hyderabad,Card,4.2
ORD01053,2024-06-01,Customer_30,Furniture,Bookshelf,10,2781.44,27814.4,6312.29,West,Mumbai,UPI,1.5
ORD01054,2024-12-26,Customer_21,Electronics,Keyboard,5,4650.23,23251.15,6628.51,North,Chandigarh,Net Banking,1.3
ORD01055,2024-02-26,Customer_34,Furniture,Chair,7,13135.61,91949.27,16804.33,South,Bangalore,COD,4.7
ORD01056,2025-01-26,Customer_71,Office Supplies,Notebook,7,115.22,806.54,314.61,North,Lucknow,UPI,1.6
ORD01057,2024-11-08,Customer_10,Office Supplies,Scissors,8,75.52,604.16,245.82,North,Chandigarh,UPI,2.4
ORD01058,2024-01-19,Customer_84,Furniture,Cupboard,3,11762.71,35288.13,5028.72,North,Jaipur,COD,3.0
ORD01059,2025-01-31,Customer_49,Furniture,Sofa,4,11072.16,44288.64,8561.94,West,Ahmedabad,Card,3.1
ORD01060,2024-08-08,Customer_15,Office Supplies,Notebook,7,241.42,1689.94,695.79,West,Mumbai,COD,3.2
ORD01061,2024-05-01,Customer_2,Furniture,Chair,4,8176.26,32705.04,6707.28,East,Patna,Card,1.4
ORD01062,2024-03-05,Customer_6,Electronics,Mouse,4,2494.08,9976.32,3238.28,North,Delhi,COD,1.7
ORD01063,2024-03-03,Customer_70,Furniture,Table,3,11697.98,35093.94,6623.0,South,Bangalore,UPI,1.3
ORD01064,2025-02-03,Customer_32,Electronics,Printer,8,15697.01,125576.08,20906.61,East,Bhubaneswar,Net Banking,4.5
ORD01065,2024-11-14,Customer_27,Office Supplies,Printer Paper,1,715.96,715.96,210.96,East,Kolkata,COD,2.1
ORD01066,2024-03-13,Customer_90,Electronics,Headphones,2,6213.46,12426.92,3342.63,East,Bhubaneswar,UPI,4.9
ORD01067,2024-05-22,Customer_11,Furniture,Bookshelf,1,6989.07,6989.07,1272.19,West,Mumbai,COD,2.2
ORD01068,2024-01-23,Customer_24,Electronics,Tablet,1,35883.18,35883.18,5492.99,West,Surat,Card,1.8
ORD01069,2024-01-14,Customer_34,Office Supplies,Folder,1,122.06,122.06,50.15,North,Lucknow,Net Banking,4.7
ORD01070,2025-01-08,Customer_71,Office Supplies,Marker,10,98.13,981.3,437.32,North,Lucknow,UPI,4.2
ORD01071,2024-09-22,Customer_49,Furniture,Bookshelf,7,7726.03,54082.21,11578.9,East,Guwahati,Net Banking,1.7
ORD01072,2024-05-20,Customer_99,Furniture,Bookshelf,1,4807.0,4807.0,1062.14,South,Hyderabad,UPI,5.0
ORD01073,2024-12-03,Customer_99,Office Supplies,Printer Paper,1,1038.66,1038.66,302.98,East,Guwahati,Net Banking,4.1
ORD01074,2025-03-09,Customer_3,Office Supplies,Notebook,10,215.19,2151.9,904.14,North,Lucknow,Card,2.8
ORD01075,2024-04-21,Customer_11,Furniture,Chair,6,10643.74,63862.44,12814.61,West,Mumbai,COD,1.2
ORD01076,2024-05-21,Customer_17,Furniture,Cupboard,8,9495.1,75960.8,14125.56,East,Kolkata,Net Banking,4.5
ORD01077,2024-12-16,Customer_6,Electronics,Monitor,4,9632.27,38529.08,4712.5,South,Chennai,COD,3.3
ORD01078,2025-03-10,Customer_6,Office Supplies,Marker,5,22.9,114.5,53.89,North,Lucknow,Net Banking,3.2
ORD01079,2024-02-09,Customer_74,Office Supplies,Marker,2,111.25,222.5,94.96,East,Kolkata,Card,1.8
ORD01080,2024-06-16,Customer_53,Furniture,Wardrobe,7,36027.3,252191.1,42515.58,West,Mumbai,Net Banking,2.3
ORD01081,2024-05-28,Customer_4,Office Supplies,Scissors,10,60.91,609.1,226.64,West,Ahmedabad,Card,4.6
ORD01082,2024-12-02,Customer_84,Electronics,Headphones,4,6303.76,25215.04,6428.86,East,Patna,Card,2.5
ORD01083,2024-09-27,Customer_85,Electronics,Mobile,9,38787.92,349091.28,70116.98,South,Kochi,UPI,3.4
ORD01084,2024-05-04,Customer_99,Office Supplies,Highlighter,4,128.68,514.72,240.67,East,Patna,Net Banking,2.0
ORD01085,2025-03-26,Customer_46,Furniture,Desk,2,18247.61,36495.22,7178.63,West,Ahmedabad,COD,2.4
ORD01086,2024-04-27,Customer_32,Office Supplies,Pen,10,42.25,422.5,218.51,East,Guwahati,Card,4.7
ORD01087,2024-07-28,Customer_19,Furniture,Bookshelf,5,5415.72,27078.6,5065.81,South,Bangalore,COD,3.0
ORD01088,2024-05-14,Customer_17,Office Supplies,Highlighter,8,22.02,176.16,80.55,South,Hyderabad,COD,4.0
ORD01089,2024-07-17,Customer_52,Electronics,Mouse,2,657.42,1314.84,489.14,North,Chandigarh,COD,2.4
ORD01090,2024-10-29,Customer_6,Office Supplies,Marker,6,181.54,1089.24,516.19,East,Kolkata,UPI,5.0
ORD01091,2025-01-22,Customer_94,Electronics,Keyboard,8,3833.14,30665.12,9081.21,West,Surat,COD,3.8
ORD01092,2024-08-20,Customer_23,Electronics,Mobile,10,32908.03,329080.3,62668.22,South,Chennai,COD,2.3
ORD01093,2024-09-22,Customer_50,Office Supplies,Printer Paper,5,891.95,4459.75,1217.05,North,Chandigarh,COD,2.1
ORD01094,2025-01-09,Customer_36,Furniture,Wardrobe,1,34047.59,34047.59,6948.35,South,Hyderabad,Card,2.7
ORD01095,2024-09-06,Customer_22,Office Supplies,Scissors,5,107.96,539.8,198.25,North,Lucknow,COD,1.9
ORD01096,2025-03-05,Customer_6,Furniture,Table,5,4256.05,21280.25,3668.94,North,Chandigarh,Card,1.1
ORD01097,2024-10-19,Customer_67,Office Supplies,Marker,1,86.52,86.52,37.8,North,Jaipur,COD,3.9
ORD01098,2024-05-14,Customer_36,Electronics,Printer,2,11666.08,23332.16,3171.68,East,Kolkata,UPI,4.5
ORD01099,2024-09-16,Customer_81,Office Supplies,Pen,4,111.83,447.32,219.02,East,Kolkata,Net Banking,2.1
ORD01100,2024-09-23,Customer_72,Office Supplies,Pen,7,24.06,168.42,86.28,East,Kolkata,Net Banking,1.8
ORD01101,2024-04-22,Customer_20,Office Supplies,Notebook,3,196.59,589.77,249.08,North,Chandigarh,Card,2.1
ORD01102,2024-02-15,Customer_9,Furniture,Wardrobe,5,12217.34,61086.7,12100.44,South,Kochi,Card,1.0
ORD01103,2024-07-13,Customer_62,Furniture,Cupboard,1,15453.98,15453.98,2407.49,South,Hyderabad,Card,3.6
ORD01104,2024-11-18,Customer_70,Office Supplies,Stapler,5,584.18,2920.9,1020.6,East,Bhubaneswar,COD,3.4
ORD01105,2025-01-26,Customer_58,Furniture,Table,2,17406.7,34813.4,7443.42,North,Chandigarh,Net Banking,2.7
ORD01106,2024-02-28,Customer_91,Furniture,Desk,3,13224.19,39672.57,7503.45,West,Mumbai,Net Banking,3.8
ORD01107,2024-04-20,Customer_99,Electronics,Printer,4,5434.44,21737.76,2740.6,West,Surat,COD,1.2
ORD01108,2024-05-13,Customer_94,Furniture,Table,7,14944.49,104611.43,19406.67,East,Guwahati,UPI,2.1
ORD01109,2024-03-26,Customer_15,Electronics,Keyboard,8,2344.15,18753.2,5707.54,North,Lucknow,Card,4.1
ORD01110,2024-12-26,Customer_99,Office Supplies,Scissors,1,330.84,330.84,117.59,South,Chennai,Net Banking,4.6
